Date,btc_market_price,btc_total_bitcoins,btc_trade_volume,btc_avg_block_size,btc_median_confirmation_time,btc_hash_rate,btc_transaction_fees,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_output_volume,btc_estimated_transaction_volume,target_t7,btc_market_price_lag1,btc_market_price_lag7,btc_market_price_lag14,btc_market_price_lag30,btc_market_price_ma7,btc_market_price_ma14,btc_market_price_ma30,btc_market_price_std7,btc_market_price_std14,btc_market_price_std30,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,btc_trade_volume_log,btc_transaction_fees_log,btc_output_volume_log,btc_estimated_transaction_volume_log
2016-06-25,664.9068875,15699625.0,64948673.829,0.797439385542,7.78333333333,1728387.5161,62.41393404,13.2772153614,409197.0,210998.0,2173917.10955,233794.126917,701.7121125,660.60465,754.36625,594.4399875,452.49,670.4965390305714,692.7594980867143,618.1012324404667,58.822480664111396,52.92874621995108,83.03477807003388,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,17.989107897932016,4.149683617105861,14.592041677853555,12.36220048484737
2016-06-26,627.3926125,15703275.0,50909007.7638,0.763768034014,7.05,1530560.02931,55.03999378,12.688692551,388840.0,183755.0,1821174.88605,258901.344118,658.4175,664.9068875,760.8168,664.8465,470.29,651.4359408162857,690.0842204081428,623.3379861904667,44.56747599547025,55.33977079636234,78.20484117604678,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,17.74555045532558,4.0260656104766515,14.414992941662156,12.464206219843097
2016-06-27,646.7030125,15706950.0,59731341.4329,0.777207469388,8.91666666667,1530560.02931,61.78464957,11.169082631,379861.0,217029.0,2170091.79897,316891.761466,676.3294375,627.3926125,729.192585714,702.0665,522.43,639.6517160714285,686.1296855867142,627.4804199404666,28.64084674748559,56.38588908959842,75.93387058850112,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,17.90536743947518,4.139710609996666,14.590280489104572,12.66631870372044
2016-06-28,646.378475,15710650.0,55881769.6312,0.761583013423,8.7,1551383.97529,58.50652455,11.5251883032,428929.0,213058.0,1867643.40659,315477.272285,666.4855875,646.7030125,665.9586125,685.241875,512.16,636.8545535714286,683.3537284438572,631.9543691071334,26.521111949091452,57.38083153013333,72.79410713393938,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,17.838748778164565,4.086085962842292,14.440188519152207,12.661845091032497
2016-06-29,637.959625,15714300.0,68912927.9088,0.764559226027,9.88333333333,1520148.05633,61.68595835,10.6064731984,371774.0,224112.0,1988551.27083,311685.486382,673.786825,646.378475,587.4542375,692.289625,525.15,644.0696089285714,679.4730141581429,635.7146899404667,15.365801109152196,58.55517642835859,69.94460084269494,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,18.048354365822977,4.1381374727976175,14.502917429847132,12.649753110250305
2016-06-30,671.407925,15718050.0,66687600.5481,0.79751048,9.43333333333,1561795.94828,62.5040288,11.1188172549,402792.0,231960.0,2084880.7612,337666.890392,636.3588625,637.959625,624.542,762.43005,531.15,650.7647410714286,672.971433801,640.3899541071333,15.646775581771715,53.467891970305,67.35384130563092,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,18.015529609770727,4.1511033495553455,14.550222702350414,12.729818118619322
2016-07-01,675.1863375,15721925.0,61281896.9689,0.751746796178,8.16666666667,1634679.7592,58.85158307,12.7756125245,375377.0,210409.0,2071603.87075,290271.620435,659.5552375,671.407925,660.60465,743.9164,539.47,652.8478392857143,668.0621436224285,644.9138320238,17.97287304913928,49.45775421924118,64.85305545089516,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,17.930995054994334,4.091867882280737,14.543834164731079,12.578575830838663
2016-07-02,701.7121125,15725650.0,45483640.6541,0.694817161074,8.1,1551383.97529,52.92652832,13.3845454347,344995.0,198875.0,2151502.29902,241080.772175,651.8649125,675.1863375,664.9068875,754.36625,539.99,658.1057285714286,664.301133801,650.3045691071333,25.77765100684088,44.10197255390947,62.5098276377224,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,17.632863295191186,3.9876225334591404,14.581677364617738,12.392891458553038
2016-07-03,658.4175,15729500.0,57134569.7986,0.614648811688,8.25,1603443.84023,45.47185343,14.5130941686,352911.0,177127.0,1737085.8401,230927.274514,648.0949,701.7121125,627.3926125,760.8168,568.0,662.5378553571428,656.9868980867143,653.3184857737999,22.00840451689983,34.25600732110256,60.55380757104643,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,17.860919934477327,3.838846826743099,14.367720038274086,12.34986244134945
2016-07-04,676.3294375,15733275.0,33361880.2076,0.739326496689,7.63333333333,1601825.83565,55.14588726,12.1221699989,403350.0,213900.0,2599568.9501,241008.688854,647.9837,658.4175,646.7030125,729.192585714,573.74,666.7702017857143,653.2109589285714,656.7381336904667,21.292782078792264,28.032984640962773,58.77546211973506,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,17.32292452498001,4.027953432909699,14.7708565855033,12.392592414378377
