Date,btc_market_price,btc_total_bitcoins,btc_trade_volume,btc_avg_block_size,btc_median_confirmation_time,btc_hash_rate,btc_transaction_fees,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_output_volume,btc_estimated_transaction_volume,target_t7
2010-09-02,0.0629,3886550.0,489.0438,0.000572331125828,0.0,0.00467929881266,1e-07,1.54186688312,340.0,308.0,37692.3699985,17917.0,0.0624
2010-09-03,0.0634,3894550.0,53.52,0.0005302625,0.0,0.00495819741739,0.0,1.6152866242,363.0,314.0,45194.3100001,27623.0,0.06201
2010-09-04,0.0613,3903500.0,198.06,0.000443659217877,0.0,0.0055469833607,0.0,1.9183041958,313.0,286.0,45032.56,31088.0,0.062
2010-09-05,0.0629,3911600.0,507.5544,0.000532586419753,0.0,0.00502017488511,0.01,1.68148514851,351.0,303.0,128716.02,13704.0,0.064999
2010-09-06,0.064,3920050.0,54.6,0.000487065088757,0.0,0.00523709602212,1e-07,1.81476510067,326.0,298.0,94878.7899984,38581.0,0.06201
2010-09-07,0.06185,3927600.0,207.4314,0.000515357615894,0.0,0.00467929881266,0.0,1.72312730627,284.0,271.0,34840.22,21773.0,0.0641
2010-09-08,0.06201,3935200.0,140.7246,0.000519572368421,0.0,0.00538653022243,2e-07,1.61395890411,332.0,292.0,24540.7899966,12730.0,0.175
2010-09-09,0.0624,3942750.0,104.01,0.000665894039735,0.0,0.0053510925236,0.11,1.37352769679,383.0,343.0,40414.58,16263.0,0.0619
2010-09-10,0.06201,3951300.0,296.3874,0.00062549122807,0.0,0.00605984650023,2e-07,1.40260714286,410.0,378.0,25097.6199962,10471.0,0.0609
2010-09-11,0.062,3959400.0,464.9484,0.000467783950617,0.0,0.00574090721075,0.0,1.69662162162,328.0,296.0,17622.84,8960.0,0.0609
2010-09-12,0.064999,3968550.0,47.6328,0.000573863387978,0.0,0.00648509888621,0.15,1.69925957143,392.0,350.0,26765.4800003,14410.0,0.062599
2010-09-13,0.06201,3976750.0,604.5804,0.000844920731707,0.0,0.00581178260841,0.0,1.16624311927,489.0,436.0,114883.92,22765.0,0.0634
2010-09-14,0.0641,3986500.0,840.8886,0.000665548717949,0.0,0.00691035127219,0.00960362,1.43014874142,492.0,437.0,46151.3544054,21753.0,0.0633
2010-09-15,0.175,3995900.0,219.111,0.000732111702128,0.0,0.00666228738037,0.0,3.65555555556,491.0,450.0,46988.2303965,27312.0,0.0628
2010-09-16,0.0619,4005400.0,43.8,0.000549052631579,0.0,0.00673316277804,0.0,1.5475,385.0,380.0,39173.55,20542.0,0.063
2010-09-17,0.0609,4016200.0,435.72,0.00043887962963,0.0,0.00765454294766,0.0,1.73540897098,382.0,379.0,44589.06,29419.0,0.06281
2010-09-18,0.0609,4028050.0,425.5566,0.000740025316456,0.0,0.00839873462313,0.18,1.67439675174,445.0,431.0,81783.0,64511.0,0.0624
2010-09-19,0.062599,4038550.0,771.1302,0.00048389047619,0.0,0.00958137886114,0.0,1.93890707965,379.0,339.0,63683.9096035,47333.0,0.062279
2010-09-20,0.0634,4049100.0,858.4764,0.000582796208531,0.0,0.00962700447476,0.0,1.585,469.0,422.0,71345.62,37079.0,0.062206
2010-09-21,0.0633,4057950.0,344.157,0.0011303220339,0.0,0.00807573361153,1e-07,0.880825471698,743.0,636.0,39944.0800001,19532.0,0.06271
2010-09-22,0.0628,4066600.0,693.624,0.0015433699422,0.0,0.00789323115703,0.0,0.679874843554,999.0,799.0,51528.04,29221.0,0.06219
2010-09-23,0.063,4077200.0,930.3198,0.00100934433962,0.0,0.00967263008839,0.0,0.956733524355,801.0,698.0,123082.78,52468.0,0.06192
2010-09-24,0.06281,4089500.0,41.0628,0.000650691056911,0.0,0.0112239009516,0.0,1.38452150538,631.0,558.0,48867.6,33287.0,0.061999
2010-09-25,0.0624,4099600.0,129.15,0.000634816831683,0.0,0.00921637395214,0.0,1.39742793792,499.0,451.0,32462.93,17081.0,0.061999
2010-09-26,0.062279,4109450.0,723.4878,0.000697710659898,0.0,0.00898824588402,0.0,1.35120737885,493.0,454.0,30732.86,17937.0,0.0614
2010-09-27,0.062206,4121350.0,645.135,0.00083606302521,0.0,0.0108588960426,0.02,1.15845289515,753.0,639.0,39222.8,23224.0,0.062
2010-09-28,0.06271,4132150.0,425.169,0.000835134259259,0.0,0.00985513254288,0.41,1.45025267666,453.0,467.0,55063.2350332,36393.0,0.06301
2010-09-29,0.06219,4141000.0,1408.5384,0.00250336158192,0.0,0.011602605543,1.03,0.551546783567,1000.0,998.0,152303.87,75030.0,0.0633
2010-09-30,0.06192,4148050.0,475.0218,0.00098270212766,0.0,0.00924275356814,0.0,1.21937430168,427.0,358.0,36006.74,23113.0,0.0638
2010-10-01,0.061999,4155850.0,103.047,0.00107206410256,0.0,0.0102260252243,0.56,0.858955950266,664.0,563.0,74309.8181211,37900.0,0.088
2010-10-02,0.061999,4161300.0,783.5844,0.00141085321101,0.0,0.00714510736828,0.00776615,0.674440219561,609.0,501.0,46316.1477662,26603.0,0.12001
2010-10-03,0.0614,4167350.0,430.3578,0.00119123966942,0.0,0.00793172469322,0.00776813,0.926359102244,501.0,401.0,403512.377768,308807.0,0.12
2010-10-04,0.062,4175050.0,2039.7222,0.000898461038961,0.0,0.0100949223368,1.09e-06,1.15314009662,525.0,414.0,539563.530001,52756.0,0.1301
2010-10-05,0.06301,4181200.0,1651.5966,0.000970455284553,0.0,0.00806282758072,0.0,1.09776628895,471.0,353.0,189281.43,102992.0,0.099
2010-10-06,0.0633,4188800.0,2005.998,0.000829907894737,0.0,0.00996381944934,1.09e-06,1.17911764706,493.0,408.0,99404.9500013,47798.0,0.095
2010-10-07,0.0638,4197450.0,2621.5788,0.000686947976879,0.0,0.011340399768,0.0,1.49154054054,443.0,370.0,175824.0,113361.0,0.105
2010-10-08,0.088,4205200.0,11142.9832,0.000786322580645,0.0,0.0101604737806,0.0,1.98833819242,421.0,343.0,181045.43,141197.0,0.119
2010-10-09,0.12001,4212850.0,16906.2255,0.000908490196078,0.0,0.0100293708931,0.0,2.40334162304,468.0,382.0,164092.5,119618.0,0.109
2010-10-10,0.12,4221450.0,5068.419,0.00070376744186,0.0,0.0112748483243,0.0,2.76675603217,460.0,373.0,135145.64,100796.0,0.1045
2010-10-11,0.1301,4229700.0,1409.291,0.000633018181818,0.0,0.010815988218,1.09e-06,3.08426724138,443.0,348.0,71405.1200011,44629.0,0.103
2010-10-12,0.099,4237700.0,2309.4675,0.0006982375,0.0,0.0109603442626,0.0,2.19390581717,439.0,361.0,108997.45,53705.0,0.1024
2010-10-13,0.095,4246150.0,4755.727,0.000674828402367,0.0,0.0115768636274,0.0,2.29357142857,446.0,350.0,95713.93,20565.0,0.103
2010-10-14,0.105,4255750.0,3721.728,0.000803447916667,0.0,0.0131524131151,0.35,2.68085106383,459.0,376.0,157733.04,54510.0,0.109
2010-10-15,0.119,4265000.0,2464.333,0.000513108108108,0.0,0.0126728980536,0.0,3.30555555556,407.0,333.0,145488.96,61040.0,0.107
2010-10-16,0.109,4276950.0,628.471,0.000595481171548,0.0,0.0163720142423,0.0,3.16152912621,493.0,412.0,228684.56,88694.0,0.10901
2010-10-17,0.1045,4291050.0,1822.219,0.000486127659574,0.0,0.0193176067628,0.0,3.03804123711,579.0,485.0,165836.540001,42958.0,0.19
2010-10-18,0.103,4304100.0,2566.509,0.00062745210728,0.0,0.0178790615784,0.02,2.5999032882,623.0,517.0,204295.32,35804.0,0.15
2010-10-19,0.1024,4316250.0,623.51,0.00126186831276,0.0,0.0166460228488,0.0,1.29062240664,1240.0,964.0,269644.67,26563.0,0.19
2010-10-20,0.103,4327950.0,3185.5,0.000999491452991,0.0,0.016029503484,0.0,1.73896103896,914.0,693.0,243234.45,53581.0,0.19
2010-10-21,0.109,4339600.0,4486.7,0.000809506437768,0.0,0.0248910297496,0.00776615,2.10938538206,745.0,602.0,200194.237766,61704.0,0.19001
2010-10-22,0.107,4347250.0,3806.4301,0.00102232026144,0.0,0.0163447534407,0.0,1.65363636364,645.0,495.0,138906.02,21545.0,0.191
2010-10-23,0.10901,4355950.0,486.5817,0.00110545977011,0.0,0.0185881509718,0.05,1.5222905297,776.0,623.0,49203.8,22526.0,0.1919
2010-10-24,0.19,4365400.0,1518.0253,0.000731708994709,0.0,0.0201905777797,0.0,3.79598308668,592.0,473.0,88862.99,62707.0,0.199
2010-10-25,0.15,4375900.0,4544.946,0.000634438095238,0.0,0.0224339753108,0.0,3.28810020877,601.0,479.0,154213.65,28663.0,0.1975
2010-10-26,0.19,4388000.0,3075.0608,0.000671458677686,0.0,0.0258524858344,0.0,4.7304526749,620.0,486.0,194450.0,67585.0,0.1955
2010-10-27,0.19,4398600.0,11809.0566,0.000904466981132,0.0,0.0226476322185,0.0,3.539543058,778.0,569.0,231666.64,95974.0,0.275
