mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__alpha,param_model__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.16951284408569336,0.12339573225906245,0.0011697769165039062,0.00037956197657156574,0.0014677992676220704,0.2,"{'model__alpha': 0.0014677992676220704, 'model__l1_ratio': 0.2}",-8.8304386705565,-37.91222238275238,-10391.986027105704,-54.86942000453016,-37.00292524528513,-2106.120206681766,4142.959259890819,74,-1.4708646902447422,-1.654980938899165,-7.193911977354454,-38.70841913660199,-39.908371591500654,-17.7873096669202,17.695946900850714
0.17143096923828124,0.14273618896730098,0.001547384262084961,0.0008093565891134268,0.0014677992676220704,0.5,"{'model__alpha': 0.0014677992676220704, 'model__l1_ratio': 0.5}",-9.78637900584012,-37.900255220917586,-10220.47438793938,-54.1051792303457,-37.13549271726235,-2071.8803388227493,4074.32189794381,71,-1.4622489929526914,-1.6548609715700213,-7.177370598971263,-38.59828207418245,-39.7514864884676,-17.728849825228803,17.634278336019275
0.20346217155456542,0.1815033266542938,0.0014011859893798828,0.0005973957620050897,0.0014677992676220704,0.8,"{'model__alpha': 0.0014677992676220704, 'model__l1_ratio': 0.8}",-11.234140467744629,-37.9028126927526,-9897.376547285548,-54.12907003228925,-37.24031549336165,-2007.5765771943395,3944.923917611188,63,-1.4515358383639918,-1.6548398898869225,-7.163749785382443,-38.428823230430595,-39.5132487935702,-17.64243950752683,17.538287764507253
0.13805856704711914,0.09394046206968829,0.001183795928955078,0.00045355715290669197,0.0028729848333536655,0.2,"{'model__alpha': 0.0028729848333536655, 'model__l1_ratio': 0.2}",-7.198582385268668,-37.75597513243266,-10431.028822614604,-55.1007418104104,-36.79413220428054,-2113.5756508293994,4158.755087101939,75,-1.497518385455355,-1.6569127348268782,-7.241805111761342,-38.89751372016945,-40.18306876584826,-17.895363743612258,17.798354046782197
0.12003741264343262,0.09239545563552047,0.0010835647583007813,0.00029425081292300465,0.0028729848333536655,0.5,"{'model__alpha': 0.0028729848333536655, 'model__l1_ratio': 0.5}",-8.142261104169053,-37.73175292304434,-10383.181264598856,-54.97286978429191,-36.92679795224962,-2104.190989272522,4139.522440167518,73,-1.4856450832760182,-1.6567194808819357,-7.207569100518969,-38.76296380564377,-39.98645047197148,-17.819869588458435,17.723688874990444
0.14910650253295898,0.11961559572228349,0.002644252777099609,0.00139007323005242,0.0028729848333536655,0.8,"{'model__alpha': 0.0028729848333536655, 'model__l1_ratio': 0.8}",-9.80884914926606,-37.75194692467012,-10079.519590488264,-53.72479691690899,-37.17546999893376,-2043.5961306956087,4017.9865415518257,67,-1.4699956309160764,-1.6568121016622253,-7.175007321914555,-38.55004192471738,-39.68298456160085,-17.706968308162214,17.604249523038845
0.09632902145385742,0.060536759513494874,0.0011059761047363282,0.0003616719914313459,0.005623413251903491,0.2,"{'model__alpha': 0.005623413251903491, 'model__l1_ratio': 0.2}",-6.027250853268839,-37.46307235577257,-10070.390119308457,-58.6455119686754,-36.79928538144298,-2041.8650479735236,4014.2975992670904,66,-1.540112121724279,-1.6618540001789974,-7.331219251341983,-39.15279219706444,-40.55121841699465,-18.047439197460868,17.931383793649175
0.09312882423400878,0.07037101177457605,0.0012694358825683593,0.0005146069955961389,0.005623413251903491,0.5,"{'model__alpha': 0.005623413251903491, 'model__l1_ratio': 0.5}",-6.6297731525630414,-37.40814625516325,-10289.782971517896,-55.33103372022542,-36.74108510225283,-2085.1786019496203,4102.332003744264,72,-1.5262628350326755,-1.6620171300727862,-7.270672808936678,-38.968624669218414,-40.28507694231975,-17.94253087711606,17.83100403092654
0.10711860656738281,0.08200115764789474,0.0013529300689697266,0.0005401186628335039,0.005623413251903491,0.8,"{'model__alpha': 0.005623413251903491, 'model__l1_ratio': 0.8}",-8.097027345566644,-37.4262087056911,-10212.042844348967,-54.58193039082486,-36.98578595363901,-2069.8267593489377,4071.1354289601327,70,-1.5088942924988582,-1.6626788892003461,-7.202526478691765,-38.70675763381015,-39.903419565604445,-17.79685537196111,17.684871074731998
0.055726480484008786,0.03547206293607243,0.0011268138885498046,0.0004407226964771901,0.011006941712522103,0.2,"{'model__alpha': 0.011006941712522103, 'model__l1_ratio': 0.2}",-5.925447842176204,-36.95412336231095,-9198.535801685135,-82.67214427103225,-37.28339447298111,-1872.2741823267268,3663.2126140576256,51,-1.6022885353556906,-1.672054878411071,-7.482478169586488,-39.540452659992624,-41.08941918446788,-18.27733868556275,18.126405015697294
0.06225099563598633,0.04065065687574548,0.0013973712921142578,0.00044150455220118686,0.011006941712522103,0.5,"{'model__alpha': 0.011006941712522103, 'model__l1_ratio': 0.5}",-6.09949909794558,-36.78923724599806,-9744.65465777877,-64.06163079822454,-36.85045051353259,-1977.6910950868946,3883.5251141598005,59,-1.5879616319976482,-1.6715989672326548,-7.38579371234243,-39.257735958862696,-40.697679432231645,-18.120153940533413,17.975744010496786
0.08476676940917968,0.07093274080587846,0.0009040355682373047,0.00011577458907043541,0.011006941712522103,0.8,"{'model__alpha': 0.011006941712522103, 'model__l1_ratio': 0.8}",-6.883023383404413,-36.508473877402245,-10100.500014377038,-54.99467471765102,-36.73565001170336,-2047.12436727344,4026.7173685748535,68,-1.569383709159715,-1.6723257577063477,-7.26664096969744,-38.89965488307097,-40.1805463342214,-17.917710330771175,17.7792094644299
0.037597036361694335,0.023489702253583895,0.001290273666381836,0.0005159031958615271,0.021544346900318846,0.2,"{'model__alpha': 0.021544346900318846, 'model__l1_ratio': 0.2}",-6.401616369271069,-36.00100460692344,-7909.857608807131,-141.54401360786724,-38.255300694931975,-1626.411908817225,3142.056782896705,48,-1.678566859198436,-1.6930088373606371,-7.711923914614003,-40.176810523195186,-41.921700210950114,-18.636402069063674,18.440093698696188
0.03642535209655762,0.022845956691571627,0.0013282299041748047,0.0005538622570178332,0.021544346900318846,0.5,"{'model__alpha': 0.021544346900318846, 'model__l1_ratio': 0.5}",-6.173112081201856,-35.38725013417451,-8665.547442343606,-95.97650749312673,-37.46584766405584,-1768.110031943233,3448.841909822278,50,-1.6600447097298165,-1.6952335250395565,-7.579127584654939,-39.71208824361302,-41.317819542407186,-18.392862721088903,18.19779057528974
0.04906554222106933,0.039339142892472506,0.0009270668029785156,0.00010146099773186401,0.021544346900318846,0.8,"{'model__alpha': 0.021544346900318846, 'model__l1_ratio': 0.8}",-6.1508475201088775,-34.795784040229634,-9567.169857034312,-60.95798739414272,-36.64059830070976,-1941.1430148579007,3813.05297738888,52,-1.6334640258478135,-1.6976067222437317,-7.3917560991569395,-39.163275223641804,-40.55517997960522,-18.088256410099103,17.903897794446895
0.02318601608276367,0.012856471247080429,0.0010915279388427734,0.000435771338343489,0.042169650342858224,0.2,"{'model__alpha': 0.042169650342858224, 'model__l1_ratio': 0.2}",-6.9497866435996,-34.39786023994271,-6451.5985880787375,-222.0583323742827,-39.44910402328493,-1350.8907342719697,2551.497329377353,45,-1.7744571558160442,-1.7315374628666562,-8.021795529464095,-41.22784085708409,-43.18623025355749,-19.188372251757677,18.943670819510587
0.026978015899658203,0.013771711710215436,0.001512432098388672,0.0007141995993134445,0.042169650342858224,0.5,"{'model__alpha': 0.042169650342858224, 'model__l1_ratio': 0.5}",-6.90436648500093,-33.470565107074606,-7348.70869230054,-161.6859102645874,-38.47513490526577,-1517.848933812494,2915.921231223646,46,-1.7627427777596532,-1.7421959975316377,-7.859516778806382,-40.47244168023573,-42.2768475305785,-18.82274895298238,18.55686123750224
0.02958521842956543,0.02281649228218177,0.000982189178466797,0.0001789392413727489,0.042169650342858224,0.8,"{'model__alpha': 0.042169650342858224, 'model__l1_ratio': 0.8}",-6.306613604347103,-32.80300078229659,-8566.11264556789,-79.76157479523361,-36.938037327113435,-1744.384374415376,3410.945433913781,49,-1.7440523326946353,-1.7492488421086494,-7.621304378331966,-39.56447597205518,-41.11310623066535,-18.358437551171157,18.08126094471305
0.01586627960205078,0.0053822189812969806,0.0010791778564453124,0.00041986145662443216,0.0825404185268019,0.2,"{'model__alpha': 0.0825404185268019, 'model__l1_ratio': 0.2}",-6.921781704467239,-32.24110196004497,-4956.125740091817,-303.8767598689086,-40.783365060053626,-1067.989749737058,1947.0625871632965,42,-1.9036234395427274,-1.7954534893559593,-8.394961982609361,-42.80806886134359,-44.89599023120591,-19.95961960081151,19.66505249194138
0.017313528060913085,0.011817749415015524,0.001077413558959961,0.00037230124948493213,0.0825404185268019,0.5,"{'model__alpha': 0.0825404185268019, 'model__l1_ratio': 0.5}",-6.511454175976983,-31.867054408244076,-5755.4854412770555,-243.10915591952167,-39.67592996352451,-1215.3298071488646,2271.660807133502,44,-1.8820538956297639,-1.819059871968434,-8.242249619309684,-41.682989876684545,-43.708568394423565,-19.466984331603197,19.120036536503996
0.01896777153015137,0.010727678950325092,0.0014414310455322266,0.0006642532859343928,0.0825404185268019,0.8,"{'model__alpha': 0.0825404185268019, 'model__l1_ratio': 0.8}",-5.613784043681566,-31.231643249263,-7425.994193130416,-128.16217491550935,-37.66420192098977,-1525.7331994519718,2950.4213882818044,47,-1.8489142163074477,-1.8370875939160674,-7.978654237163636,-40.242964560295924,-41.98157384805663,-18.77783889114794,18.381321336045016
0.008972692489624023,0.004121723836628143,0.0008957386016845703,0.0003014094428604209,0.16155980984398746,0.2,"{'model__alpha': 0.16155980984398746, 'model__l1_ratio': 0.2}",-6.168355851799018,-30.208913353012683,-3683.6874943174903,-370.6775341915532,-43.268840240704506,-826.8022275909119,1434.6963854415044,39,-2.079617627198589,-1.8856759780472228,-8.785687722426019,-44.78295747989098,-46.86209910360346,-20.879207582233256,20.527698160569635
0.010734272003173829,0.0051772695240886206,0.0012720584869384765,0.0009094419818584786,0.16155980984398746,0.5,"{'model__alpha': 0.16155980984398746, 'model__l1_ratio': 0.5}",-5.667503692162417,-29.538913006022142,-4333.771096204116,-319.83024209435234,-41.234208825010754,-946.0083927643327,1697.751974235735,41,-2.0863887847681952,-1.932202831202575,-8.638744924166875,-43.4543260445058,-45.529263188989546,-20.328185154726597,19.8883435202492
0.01351771354675293,0.009860224661184662,0.0024969100952148436,0.003015664815353957,0.16155980984398746,0.8,"{'model__alpha': 0.16155980984398746, 'model__l1_ratio': 0.8}",-4.9602044803162375,-28.94152916197625,-5646.030946005446,-190.2892383211155,-38.846101926313715,-1181.8136039790336,2233.0620098911727,43,-2.0720323755894308,-1.956736007197493,-8.452499876915693,-41.33777633793514,-43.314740755619525,-19.426757070651455,18.854977889235297
0.009560489654541015,0.0048271404075046,0.0011947154998779297,0.0005194915545140295,0.31622776601683794,0.2,"{'model__alpha': 0.31622776601683794, 'model__l1_ratio': 0.2}",-5.431320013607063,-28.074095372684777,-2652.0437442688713,-419.05374505821914,-48.467153696552444,-630.614011681987,1022.1290156502024,36,-2.3195753586916705,-1.982418946166671,-9.184876028829354,-46.87455022238382,-48.965174142118734,-21.86531893963805,21.43839190819152
0.0081329345703125,0.004064369345434087,0.0018231391906738282,0.0007434142312197347,0.31622776601683794,0.5,"{'model__alpha': 0.31622776601683794, 'model__l1_ratio': 0.5}",-5.089828336201483,-27.877370054903555,-3119.150384576629,-380.4448242595595,-44.277504817659995,-715.3679824089907,1209.7804913435675,38,-2.3798925197768472,-2.0241453559505556,-9.063448669278547,-45.51664312353185,-47.525217094384224,-21.301869352584404,20.75316855874683
0.009941482543945312,0.005988992238691824,0.0009818077087402344,0.00041544282453185064,0.31622776601683794,0.8,"{'model__alpha': 0.31622776601683794, 'model__l1_ratio': 0.8}",-4.6844626517821535,-27.683010594763157,-4052.838316535215,-268.972795477379,-39.9715927823048,-878.8300356082888,1589.8754447277977,40,-2.4049301549060744,-2.035637099579144,-8.851229823766705,-43.037548762194334,-45.02702682715458,-20.271274533520167,19.56176203274712
0.0043697357177734375,0.0010967458329175098,0.0009476661682128907,0.00048475644963633146,0.618965818891261,0.2,"{'model__alpha': 0.618965818891261, 'model__l1_ratio': 0.2}",-4.833815070898327,-26.577061155348407,-1929.4782485690214,-445.2555324196644,-57.61906001142993,-492.75274344527253,736.364329936137,33,-2.549289499178324,-2.0929202054444254,-9.596526059943598,-49.12722859623844,-51.52081221230046,-22.977355314621047,22.499141755394273
0.00739140510559082,0.0025103794324122094,0.0016048908233642577,0.0007722449339146113,0.618965818891261,0.5,"{'model__alpha': 0.618965818891261, 'model__l1_ratio': 0.5}",-4.6272948245302725,-27.190318754830628,-2228.210623045151,-426.6876125113381,-50.635587725186056,-547.4702873722073,854.5982693149464,35,-2.6077786127346023,-2.1256338585977694,-9.51343238984501,-47.61081373421603,-49.780907749068334,-22.327713268892346,21.698473154100558
0.007525825500488281,0.004171188244831833,0.001351308822631836,0.0005137831184869806,0.618965818891261,0.8,"{'model__alpha': 0.618965818891261, 'model__l1_ratio': 0.8}",-4.251200075035257,-27.03292843212881,-2908.766291797488,-343.1962299287472,-42.5999334558329,-665.1693167378464,1128.6290355240096,37,-2.662724806799075,-2.149315789994428,-9.386303261827054,-45.064282997559616,-46.951870734362,-21.242899518108437,20.39007708932445
0.003429603576660156,0.0013385625433743557,0.0007185935974121094,8.392537179567763e-05,1.2115276586285901,0.2,"{'model__alpha': 1.2115276586285901, 'model__l1_ratio': 0.2}",-4.36773486055144,-26.03653624723611,-1461.8210888554402,-447.27748472344393,-68.01567139447039,-401.5037032162284,554.305878656201,30,-2.7511382153629027,-2.2403343603977937,-10.02598512824717,-52.25044382917502,-55.51149331909442,-24.55587897045546,24.12379343354439
0.004606056213378906,0.002172829472253384,0.001126718521118164,0.0004883816688438748,1.2115276586285901,0.5,"{'model__alpha': 1.2115276586285901, 'model__l1_ratio': 0.5}",-3.987148950951795,-27.607185564528333,-1669.714177560877,-445.1661313276997,-60.84098669772092,-441.4631260203555,635.0038646755859,31,-2.846689738717734,-2.3255574383923316,-9.949596912683019,-50.1437232877462,-52.77925750399736,-23.608964976307327,22.91564186385119
0.005068826675415039,0.0025494457677755072,0.0008054256439208984,9.926352462148158e-05,1.2115276586285901,0.8,"{'model__alpha': 1.2115276586285901, 'model__l1_ratio': 0.8}",-3.489837479331859,-27.270901012925528,-2242.932094314936,-407.4957512873315,-47.663274365661174,-545.7703716920372,861.4520697835527,34,-2.910458295197221,-2.4422152562049684,-9.741257933575735,-47.131734935728986,-49.328022231936394,-22.31073773052866,21.331368516521515
0.0028211116790771485,0.0009347632763265228,0.0011892318725585938,0.0007331539167637956,2.371373705661655,0.2,"{'model__alpha': 2.371373705661655, 'model__l1_ratio': 0.2}",-3.784350761552457,-26.979227588381935,-1106.5591562650368,-421.33912073540967,-75.69805612526373,-326.87198229512893,418.1496747963434,27,-3.0248327628248814,-2.4939509188287965,-10.704691944433739,-58.1297206346087,-63.175783087314905,-27.505795869602206,27.266682202665578
0.0033433914184570314,0.001289733058676238,0.0009094715118408203,0.0005006000501940293,2.371373705661655,0.5,"{'model__alpha': 2.371373705661655, 'model__l1_ratio': 0.5}",-3.348240494720906,-29.692056065811716,-1292.7183071362524,-437.47150562555913,-68.69535171952488,-366.3850922083738,489.26958645158277,28,-3.2474339369278433,-2.7848057242999067,-10.554986860760692,-54.16902207941165,-57.79355954047159,-25.709961628374334,24.896090297326015
0.005285406112670898,0.0015130117838783115,0.0011440277099609374,0.0007166702525066242,2.371373705661655,0.8,"{'model__alpha': 2.371373705661655, 'model__l1_ratio': 0.8}",-2.6891907429233943,-30.31743370970039,-1802.3127184319865,-430.02712260793726,-55.507290556636356,-464.17075120983674,687.0210284474807,32,-3.54737732556485,-3.1421499153906947,-10.272645251137362,-49.9462165135103,-52.349695155932956,-23.851616832307236,22.44371284700456
0.005200958251953125,0.001595411898348027,0.0014904499053955077,0.0006372608061869125,4.641588833612782,0.2,"{'model__alpha': 4.641588833612782, 'model__l1_ratio': 0.2}",-3.080209374961671,-29.982063835840815,-819.6117418305113,-362.3787051398105,-73.88282248733005,-257.78710853369085,308.92647991222447,24,-3.502435284286149,-2.978286689177369,-11.850909530356274,-70.04145062756197,-78.11199588036695,-33.297015602349745,33.542253256250646
0.0031356334686279295,0.0019082561920576316,0.0008751869201660157,0.0004550239013524066,4.641588833612782,0.5,"{'model__alpha': 4.641588833612782, 'model__l1_ratio': 0.5}",-2.373567891027178,-35.0024402536615,-966.6361794359109,-397.8651566904691,-73.35490060954069,-295.04644897612184,364.42609597211055,26,-4.1808222380330875,-3.747844661517863,-11.743005220719642,-62.10399425529378,-67.94153864961785,-29.943441005036448,28.842102094803487
0.003381013870239258,0.0009585338757915041,0.0007350444793701172,0.0001279797532261183,4.641588833612782,0.8,"{'model__alpha': 4.641588833612782, 'model__l1_ratio': 0.8}",-1.7880773809885246,-39.839123451587156,-1352.2988756365164,-422.64763632895625,-59.396080837237655,-375.1939587270572,511.5875267464545,29,-5.04492607124196,-4.553838155431481,-11.478941587377678,-54.156869384048285,-57.233053863263414,-26.493525812272566,23.987535209541242
0.002525043487548828,0.0007182469984450338,0.0008067131042480469,0.0002699672264496035,9.08517575651688,0.2,"{'model__alpha': 9.08517575651688, 'model__l1_ratio': 0.2}",-2.241638217320202,-35.67842842301335,-552.1082880951175,-277.4229861877246,-58.674850380914876,-185.22523826081812,207.34794132983703,13,-4.40380379696124,-3.8306387893841682,-13.87896577518488,-91.15914349013111,-103.54179285703226,-43.36286894173874,44.39795776388023
0.0038517475128173827,0.0013707377669536674,0.0010934829711914062,0.0005306837167352891,9.08517575651688,0.5,"{'model__alpha': 9.08517575651688, 'model__l1_ratio': 0.5}",-1.7873094848710087,-44.07232779953824,-626.4985522028525,-327.25252245307666,-66.98283272528984,-213.31870893312566,236.00955738802725,23,-6.008444657411049,-5.1116291128020235,-14.126937080292437,-77.63960927507556,-86.96219902870217,-37.96976383085665,36.45166298565106
0.0020632266998291014,0.00027860687246942503,0.0006301403045654297,4.009403802791197e-06,9.08517575651688,0.8,"{'model__alpha': 9.08517575651688, 'model__l1_ratio': 0.8}",-2.1185161572553937,-44.14587881559083,-805.7672380296598,-386.2411021402723,-63.08088855420669,-260.270724739397,305.1790704850257,25,-6.920620590235367,-5.121270431079463,-14.167297927253408,-61.805381316528305,-66.92134860678489,-30.987183774376284,27.46699473345873
0.002905416488647461,0.0008198825428155825,0.0009305953979492187,0.00038936472107004797,17.78279410038923,0.2,"{'model__alpha': 17.78279410038923, 'model__l1_ratio': 0.2}",-1.773633437107884,-42.49243859367909,-308.3508784718795,-199.83788964657944,-35.05362205896807,-117.50169244164279,117.49018451954699,2,-5.8214405830235,-4.8891689279368,-16.938122325619926,-120.56224465051449,-138.0239749213621,-57.24699028169137,59.2359285195872
0.0034696102142333985,0.0017791613808120575,0.0015956401824951173,0.0013401972698682807,17.78279410038923,0.5,"{'model__alpha': 17.78279410038923, 'model__l1_ratio': 0.5}",-2.1185161572553937,-44.14587881559083,-288.55886331202055,-235.85463802227312,-46.79466555859999,-123.49451237314797,115.5701020099796,3,-6.920620590235367,-5.121270431079463,-18.220972542656053,-103.41674975175043,-117.30312667499699,-50.19654799814366,49.523139526648194
0.0020222187042236326,0.00014345583892594405,0.0006680011749267579,3.1008863749400785e-05,17.78279410038923,0.8,"{'model__alpha': 17.78279410038923, 'model__l1_ratio': 0.8}",-2.1185161572553937,-44.14587881559083,-236.1913216918869,-312.32309002184775,-57.4523206481068,-130.44622546693753,121.24774652377037,5,-6.920620590235367,-5.121270431079463,-19.728879950731802,-77.78194729427115,-85.85389805755126,-39.081323264773815,35.34833829256773
0.0032314300537109376,0.0013747426529900826,0.0009631633758544922,0.00043188185161686525,34.80700588428413,0.2,"{'model__alpha': 34.80700588428413, 'model__l1_ratio': 0.2}",-2.1185161572553937,-44.14587881559083,-241.59653073358487,-198.05980066068759,-31.25467278144586,-103.43507982971292,96.98730937720104,1,-6.920620590235367,-5.121270431079463,-20.39522515154583,-152.04893870909547,-174.26601706836522,-71.75041439006426,75.14918795418724
0.0023430347442626952,0.0007183519360797971,0.0006579399108886719,1.971743271050683e-05,34.80700588428413,0.5,"{'model__alpha': 34.80700588428413, 'model__l1_ratio': 0.5}",-2.1185161572553937,-44.14587881559083,-369.2334890681616,-185.0874899913387,-27.909111784508838,-125.69889716337107,137.34769740189532,4,-6.920620590235367,-5.121270431079463,-23.222879352826556,-136.43712784038357,-155.32410550290365,-65.40520074348572,66.27954542353193
0.002643585205078125,0.0012364498123957023,0.0012588024139404297,0.0007889120611200852,34.80700588428413,0.8,"{'model__alpha': 34.80700588428413, 'model__l1_ratio': 0.8}",-2.1185161572553937,-44.14587881559083,-466.37619057542946,-216.7274194366474,-37.530946907983974,-153.37979037858142,173.3278071697379,8,-6.920620590235367,-5.121270431079463,-24.553868651836694,-106.1294029366983,-118.2101845939033,-52.18706944075062,49.591655933856465
0.0021430015563964843,0.0004056099074276413,0.0008772850036621094,0.0004179798136785277,68.12920690579622,0.2,"{'model__alpha': 68.12920690579622, 'model__l1_ratio': 0.2}",-2.1185161572553937,-44.14587881559083,-377.948117120085,-256.6792213394475,-52.856983443491906,-146.74974337517412,145.46392915393164,7,-6.920620590235367,-5.121270431079463,-23.33264643698902,-178.5224954725279,-204.38384580702927,-83.6561757475722,88.62256360882661
0.0029213428497314453,0.0012627854390434641,0.0009213447570800781,0.00047826706590547795,68.12920690579622,0.5,"{'model__alpha': 68.12920690579622, 'model__l1_ratio': 0.5}",-2.1185161572553937,-44.14587881559083,-466.37619057542946,-231.51595062005714,-44.962727724932975,-157.82385277865316,173.51630333155668,9,-6.920620590235367,-5.121270431079463,-24.553868651836694,-168.9921887638797,-192.3314330280112,-79.58387629300849,83.13698097797948
0.0029655933380126954,0.0013022348986192688,0.0008662700653076172,0.00044528297738654363,68.12920690579622,0.8,"{'model__alpha': 68.12920690579622, 'model__l1_ratio': 0.8}",-2.1185161572553937,-44.14587881559083,-466.37619057542946,-188.03086841493484,-32.116818863885875,-146.55765456541928,172.30871413540586,6,-6.920620590235367,-5.121270431079463,-24.553868651836694,-145.45814359010947,-162.49845927047792,-68.91047250674778,69.99652786016996
